TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE
US1.TRV,1,01/09/16,09:31,118.7200000,118.7300000,118.7200000,118.7300000
US1.TRV,1,01/09/16,09:34,118.8000000,118.8000000,118.8000000,118.8000000
US1.TRV,1,01/09/16,09:35,118.7800000,118.7800000,118.7800000,118.7800000
US1.TRV,1,01/09/16,09:37,118.7800000,118.7800000,118.7800000,118.7800000
US1.TRV,1,01/09/16,09:40,118.8000000,118.8000000,118.8000000,118.8000000
US1.TRV,1,01/09/16,09:43,118.6500000,118.6500000,118.6500000,118.6500000
US1.TRV,1,01/09/16,09:44,118.6500000,118.6500000,118.6500000,118.6500000
US1.TRV,1,01/09/16,09:45,118.6400000,118.6400000,118.5800000,118.6000000
US1.TRV,1,01/09/16,09:47,118.6200000,118.6300000,118.6200000,118.6300000
US1.TRV,1,01/09/16,09:49,118.6100000,118.6100000,118.6100000,118.6100000
US1.TRV,1,01/09/16,09:50,118.5400000,118.5400000,118.4800000,118.4800000
US1.TRV,1,01/09/16,09:52,118.4200000,118.4200000,118.4200000,118.4200000
US1.TRV,1,01/09/16,09:53,118.3100000,118.3100000,118.2400000,118.2400000
US1.TRV,1,01/09/16,09:56,118.3300000,118.3400000,118.3300000,118.3400000
US1.TRV,1,01/09/16,09:57,118.3600000,118.3600000,118.3600000,118.3600000
US1.TRV,1,01/09/16,10:00,118.4600000,118.4600000,118.3600000,118.3800000
US1.TRV,1,01/09/16,10:03,118.3800000,118.4200000,118.3700000,118.3700000
US1.TRV,1,01/09/16,10:06,118.4800000,118.4900000,118.4800000,118.4900000
US1.TRV,1,01/09/16,10:07,118.5700000,118.5700000,118.5700000,118.5700000
US1.TRV,1,01/09/16,10:08,118.6200000,118.6400000,118.6100000,118.6400000
US1.TRV,1,01/09/16,10:09,118.6100000,118.6100000,118.6000000,118.6000000
US1.TRV,1,01/09/16,10:10,118.6400000,118.6500000,118.6400000,118.6500000
US1.TRV,1,01/09/16,10:11,118.6100000,118.6100000,118.6100000,118.6100000
US1.TRV,1,01/09/16,10:12,118.5600000,118.5600000,118.5200000,118.5300000
US1.TRV,1,01/09/16,10:13,118.6100000,118.6100000,118.6100000,118.6100000
US1.TRV,1,01/09/16,10:15,118.6200000,118.6200000,118.6200000,118.6200000
US1.TRV,1,01/09/16,10:17,118.5900000,118.5900000,118.5900000,118.5900000
US1.TRV,1,01/09/16,10:19,118.5600000,118.5600000,118.5500000,118.5500000
US1.TRV,1,01/09/16,10:20,118.5400000,118.5400000,118.4000000,118.4000000
US1.TRV,1,01/09/16,10:24,118.4500000,118.4500000,118.4400000,118.4500000
US1.TRV,1,01/09/16,10:25,118.4300000,118.4300000,118.4300000,118.4300000
US1.TRV,1,01/09/16,10:26,118.4100000,118.4100000,118.3800000,118.3800000
US1.TRV,1,01/09/16,10:27,118.3500000,118.3700000,118.3500000,118.3600000
US1.TRV,1,01/09/16,10:28,118.3900000,118.4000000,118.3900000,118.4000000
US1.TRV,1,01/09/16,10:29,118.4500000,118.4500000,118.4500000,118.4500000
US1.TRV,1,01/09/16,10:30,118.3500000,118.3700000,118.2000000,118.2000000
US1.TRV,1,01/09/16,10:31,118.1700000,118.1700000,118.1500000,118.1500000
US1.TRV,1,01/09/16,10:32,118.0400000,118.0400000,118.0400000,118.0400000
US1.TRV,1,01/09/16,10:33,118.1300000,118.1300000,118.1300000,118.1300000
US1.TRV,1,01/09/16,10:34,118.1100000,118.1100000,118.1100000,118.1100000
US1.TRV,1,01/09/16,10:35,118.1000000,118.1000000,118.1000000,118.1000000
US1.TRV,1,01/09/16,10:37,118.0900000,118.1600000,118.0900000,118.1500000
US1.TRV,1,01/09/16,10:40,118.0800000,118.0800000,118.0800000,118.0800000
US1.TRV,1,01/09/16,10:42,118.1100000,118.1400000,118.1100000,118.1400000
US1.TRV,1,01/09/16,10:43,118.1100000,118.1100000,118.1100000,118.1100000
US1.TRV,1,01/09/16,10:44,118.0600000,118.0700000,118.0600000,118.0700000
US1.TRV,1,01/09/16,10:45,118.0400000,118.1100000,118.0400000,118.1100000
US1.TRV,1,01/09/16,10:46,118.1100000,118.1100000,118.1100000,118.1100000
US1.TRV,1,01/09/16,10:54,118.1600000,118.1600000,118.1600000,118.1600000
US1.TRV,1,01/09/16,10:55,118.1400000,118.1400000,118.0600000,118.0600000
US1.TRV,1,01/09/16,10:56,118.0200000,118.0200000,118.0200000,118.0200000
US1.TRV,1,01/09/16,10:57,118.0500000,118.0500000,118.0500000,118.0500000
US1.TRV,1,01/09/16,10:59,117.9600000,118.0300000,117.9600000,118.0200000
US1.TRV,1,01/09/16,11:00,117.9800000,117.9800000,117.8700000,117.8700000
US1.TRV,1,01/09/16,11:01,117.8400000,117.8500000,117.8200000,117.8200000
US1.TRV,1,01/09/16,11:04,117.8000000,117.8000000,117.7900000,117.7900000
US1.TRV,1,01/09/16,11:06,117.8000000,117.8000000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:07,117.7800000,117.7900000,117.7600000,117.7900000
US1.TRV,1,01/09/16,11:08,117.7800000,117.7800000,117.7700000,117.7700000
US1.TRV,1,01/09/16,11:09,117.7700000,117.7700000,117.7700000,117.7700000
US1.TRV,1,01/09/16,11:10,117.8000000,117.8000000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:14,117.8000000,117.8000000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:15,117.8000000,117.8000000,117.7800000,117.8000000
US1.TRV,1,01/09/16,11:16,117.8000000,117.8000000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:18,117.8000000,117.8000000,117.7600000,117.7600000
US1.TRV,1,01/09/16,11:19,117.7300000,117.7700000,117.7300000,117.7700000
US1.TRV,1,01/09/16,11:20,117.8000000,117.8200000,117.8000000,117.8100000
US1.TRV,1,01/09/16,11:22,117.7800000,117.8200000,117.7800000,117.7900000
US1.TRV,1,01/09/16,11:24,117.7700000,117.7800000,117.7700000,117.7800000
US1.TRV,1,01/09/16,11:26,117.7600000,117.7600000,117.7200000,117.7200000
US1.TRV,1,01/09/16,11:27,117.7100000,117.7200000,117.7100000,117.7200000
US1.TRV,1,01/09/16,11:28,117.6700000,117.7000000,117.6700000,117.7000000
US1.TRV,1,01/09/16,11:32,117.7300000,117.7300000,117.7000000,117.7000000
US1.TRV,1,01/09/16,11:33,117.7200000,117.7200000,117.7200000,117.7200000
US1.TRV,1,01/09/16,11:34,117.7200000,117.7300000,117.7200000,117.7300000
US1.TRV,1,01/09/16,11:35,117.7900000,117.7900000,117.7900000,117.7900000
US1.TRV,1,01/09/16,11:37,117.8000000,117.8000000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:40,117.8100000,117.8100000,117.7900000,117.7900000
US1.TRV,1,01/09/16,11:42,117.8300000,117.8300000,117.8300000,117.8300000
US1.TRV,1,01/09/16,11:47,117.8600000,117.8600000,117.8600000,117.8600000
US1.TRV,1,01/09/16,11:49,117.8500000,117.8500000,117.8500000,117.8500000
US1.TRV,1,01/09/16,11:50,117.8400000,117.8400000,117.8000000,117.8000000
US1.TRV,1,01/09/16,11:52,117.6900000,117.6900000,117.6900000,117.6900000
US1.TRV,1,01/09/16,11:55,117.7300000,117.7300000,117.7300000,117.7300000
US1.TRV,1,01/09/16,11:59,117.8700000,117.8700000,117.8700000,117.8700000
US1.TRV,1,01/09/16,12:00,117.8700000,117.8700000,117.8700000,117.8700000
US1.TRV,1,01/09/16,12:04,117.8600000,117.8600000,117.8600000,117.8600000
US1.TRV,1,01/09/16,12:08,117.9100000,117.9200000,117.9100000,117.9200000
US1.TRV,1,01/09/16,12:12,117.8900000,117.9000000,117.8900000,117.9000000
US1.TRV,1,01/09/16,12:13,117.9000000,117.9000000,117.8700000,117.8800000
US1.TRV,1,01/09/16,12:14,117.9000000,117.9000000,117.8900000,117.9000000
US1.TRV,1,01/09/16,12:15,117.9400000,118.0000000,117.9400000,117.9800000
US1.TRV,1,01/09/16,12:16,118.0300000,118.0300000,118.0200000,118.0200000
US1.TRV,1,01/09/16,12:19,118.0500000,118.0500000,118.0400000,118.0400000
US1.TRV,1,01/09/16,12:20,118.0500000,118.0500000,118.0500000,118.0500000
US1.TRV,1,01/09/16,12:22,118.0900000,118.0900000,118.0900000,118.0900000
US1.TRV,1,01/09/16,12:23,118.1800000,118.1800000,118.1800000,118.1800000
US1.TRV,1,01/09/16,12:24,118.2500000,118.2900000,118.2500000,118.2900000
US1.TRV,1,01/09/16,12:25,118.2600000,118.2800000,118.2600000,118.2800000
US1.TRV,1,01/09/16,12:27,118.2400000,118.2400000,118.2400000,118.2400000
US1.TRV,1,01/09/16,12:28,118.2800000,118.3400000,118.2700000,118.3000000
US1.TRV,1,01/09/16,12:29,118.2800000,118.2800000,118.2800000,118.2800000
US1.TRV,1,01/09/16,12:30,118.2800000,118.2800000,118.2800000,118.2800000
US1.TRV,1,01/09/16,12:32,118.2500000,118.3800000,118.2500000,118.3800000
US1.TRV,1,01/09/16,12:33,118.3700000,118.3700000,118.3600000,118.3600000
US1.TRV,1,01/09/16,12:34,118.3600000,118.4100000,118.3600000,118.4100000
US1.TRV,1,01/09/16,12:35,118.4100000,118.4100000,118.3500000,118.3500000
US1.TRV,1,01/09/16,12:36,118.3300000,118.3300000,118.3300000,118.3300000
US1.TRV,1,01/09/16,12:38,118.2700000,118.2800000,118.2700000,118.2800000
US1.TRV,1,01/09/16,12:39,118.2600000,118.2600000,118.2600000,118.2600000
US1.TRV,1,01/09/16,12:40,118.2500000,118.2700000,118.2400000,118.2400000
US1.TRV,1,01/09/16,12:42,118.2000000,118.2000000,118.2000000,118.2000000
US1.TRV,1,01/09/16,12:43,118.1700000,118.1700000,118.1700000,118.1700000
US1.TRV,1,01/09/16,12:45,118.1200000,118.1200000,118.1200000,118.1200000
US1.TRV,1,01/09/16,12:46,118.1100000,118.1100000,118.1100000,118.1100000
US1.TRV,1,01/09/16,12:48,118.1300000,118.1300000,118.1300000,118.1300000
US1.TRV,1,01/09/16,12:51,118.2300000,118.2300000,118.2050000,118.2300000
US1.TRV,1,01/09/16,12:53,118.2200000,118.2200000,118.2200000,118.2200000
US1.TRV,1,01/09/16,12:54,118.2400000,118.2400000,118.2400000,118.2400000
US1.TRV,1,01/09/16,12:55,118.2500000,118.2500000,118.2500000,118.2500000
US1.TRV,1,01/09/16,12:56,118.2700000,118.2700000,118.2700000,118.2700000
US1.TRV,1,01/09/16,12:57,118.2700000,118.2700000,118.2400000,118.2400000
US1.TRV,1,01/09/16,13:00,118.2500000,118.2500000,118.2500000,118.2500000
US1.TRV,1,01/09/16,13:04,118.3000000,118.3200000,118.3000000,118.3200000
US1.TRV,1,01/09/16,13:06,118.3700000,118.3700000,118.3700000,118.3700000
US1.TRV,1,01/09/16,13:07,118.3300000,118.3300000,118.3300000,118.3300000
US1.TRV,1,01/09/16,13:08,118.3200000,118.3300000,118.3200000,118.3300000
US1.TRV,1,01/09/16,13:10,118.3200000,118.3200000,118.3200000,118.3200000
US1.TRV,1,01/09/16,13:11,118.3100000,118.3100000,118.3100000,118.3100000
US1.TRV,1,01/09/16,13:14,118.3600000,118.3600000,118.3600000,118.3600000
US1.TRV,1,01/09/16,13:15,118.4000000,118.4000000,118.4000000,118.4000000
US1.TRV,1,01/09/16,13:16,118.3800000,118.3800000,118.3800000,118.3800000
US1.TRV,1,01/09/16,13:17,118.3900000,118.4000000,118.3800000,118.4000000
US1.TRV,1,01/09/16,13:20,118.4300000,118.4600000,118.4300000,118.4600000
US1.TRV,1,01/09/16,13:23,118.4800000,118.4800000,118.4600000,118.4600000
US1.TRV,1,01/09/16,13:26,118.4200000,118.4200000,118.4200000,118.4200000
US1.TRV,1,01/09/16,13:27,118.4400000,118.4400000,118.4400000,118.4400000
US1.TRV,1,01/09/16,13:31,118.4850000,118.4850000,118.4850000,118.4850000
US1.TRV,1,01/09/16,13:35,118.4500000,118.4900000,118.4500000,118.4900000
US1.TRV,1,01/09/16,13:38,118.4900000,118.4900000,118.4900000,118.4900000
